Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-December-2012,294.50,299.10,294.50,298.05,297.848495789007829683,601046,3082,179020647.00,402619,66.99,4.60,3.55
4-December-2012,295.00,296.00,293.25,295.00,294.266475435349836208,999139,1901,294013112.00,877114,87.79,2.75,0.00
3-December-2012,297.05,297.85,294.25,296.15,295.769575214813021904,206575,1834,61098600.00,104224,50.45,3.60,-0.90
30-November-2012,298.00,299.00,293.70,298.25,297.215690495018927607,213709,1872,63517668.00,132297,61.91,5.30,0.25
29-November-2012,293.55,298.75,293.55,297.90,296.972002610520045377,228307,2847,67800787.00,115933,50.78,5.20,4.35
27-November-2012,287.00,294.50,286.95,293.70,291.380370942410422434,383941,2385,111872871.00,273866,71.33,7.55,6.70
26-November-2012,288.50,288.50,285.00,286.65,286.322066840944208511,102901,1292,29462827.00,43278,42.06,3.50,-1.85
23-November-2012,289.00,289.20,283.10,286.40,286.223126351819575397,95242,1626,27260463.00,28878,30.32,6.10,-2.60
22-November-2012,287.00,289.40,284.60,288.95,287.665992867286192046,216187,2146,62189648.00,95078,43.98,4.80,1.95
21-November-2012,281.00,286.45,278.60,285.60,283.509040840246247681,263637,2416,74743473.00,127465,48.35,7.85,4.60
20-November-2012,282.20,284.70,278.75,280.10,281.470776970776970776,222222,2337,62548999.00,87801,39.51,5.95,-2.10
19-November-2012,275.00,282.25,273.05,281.95,278.750616088398748310,276746,3626,77143118.00,153163,55.34,9.20,6.95
16-November-2012,275.80,281.10,273.45,274.55,278.615181951037969627,440668,3144,122776795.00,327210,74.25,7.65,-1.25
15-November-2012,283.85,283.85,275.80,276.55,278.153950313128843586,212692,2875,59161120.00,118025,55.49,8.05,-7.30
13-November-2012,285.65,285.65,282.85,283.85,283.916773167918705776,96243,1315,27325002.00,51272,53.27,2.80,-1.80
