Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-May-2012,1965.00,1988.90,1950.00,1975.20,1973.384767556874381800,1011,173,1995092.00,511,50.54,38.90,10.20
23-May-2012,2013.00,2013.00,1953.00,1959.65,1974.767651888341543513,1218,218,2405267.00,842,69.13,60.00,-53.35
22-May-2012,2031.00,2039.95,1986.00,1990.35,2017.153218495013599274,1103,224,2224920.00,781,70.81,53.95,-40.65
21-May-2012,2036.20,2073.00,2031.00,2038.75,2050.430745814307458143,657,125,1347133.00,400,60.88,42.00,2.55
18-May-2012,2031.00,2082.80,2031.00,2047.80,2047.026785714285714285,560,93,1146335.00,238,42.50,51.80,16.80
17-May-2012,2060.00,2099.00,2026.15,2067.70,2075.707062910073330760,2591,277,5378157.00,1261,48.67,72.85,7.70
16-May-2012,2016.00,2050.00,2000.00,2034.65,2019.642387218045112781,2128,294,4297799.00,955,44.88,50.00,18.65
15-May-2012,2030.00,2079.80,2016.00,2029.60,2036.137362637362637362,910,161,1852885.00,642,70.55,63.80,-0.40
14-May-2012,2048.65,2070.00,2031.15,2050.10,2049.089829250185597624,1347,240,2760124.00,785,58.28,38.85,1.45
11-May-2012,2052.10,2079.00,2045.00,2048.65,2053.842857142857142857,1190,152,2444073.00,868,72.94,34.00,-3.45
10-May-2012,2077.00,2089.95,2050.10,2052.10,2071.666666666666666666,564,136,1168420.00,364,64.54,39.85,-24.90
9-May-2012,2098.75,2101.00,2070.00,2076.90,2089.336095764272559852,1086,129,2269019.00,658,60.59,31.00,-21.85
8-May-2012,2149.95,2180.00,2085.00,2092.35,2113.964089291491426722,3091,363,6534263.00,1352,43.74,95.00,-57.60
7-May-2012,2149.95,2149.95,2086.00,2125.90,2109.850613915416098226,1466,243,3093041.00,654,44.61,63.95,-24.05
4-May-2012,2165.40,2179.95,2110.00,2134.40,2139.667889908256880733,1090,186,2332238.00,673,61.74,69.95,-31.00
3-May-2012,2172.00,2174.90,2150.05,2173.25,2162.199124726477024070,457,53,988125.00,328,71.77,24.85,1.25
2-May-2012,2149.95,2182.00,2130.00,2171.30,2167.666666666666666666,738,148,1599738.00,419,56.78,52.00,21.35
30-April-2012,2185.00,2187.00,2134.70,2152.35,2160.501908396946564885,1048,170,2264206.00,768,73.28,52.30,-32.65
28-April-2012,2209.00,2209.00,2209.00,2209.00,2209.000000000000000000,1,1,2209.00,1,100.00,0.00,0.00
27-April-2012,2166.65,2192.30,2106.60,2175.85,2170.750000000000000000,660,130,1432695.00,307,46.52,85.70,9.20
26-April-2012,2200.00,2200.00,2170.00,2174.60,2176.988764044943820224,890,98,1937520.00,694,77.98,30.00,-25.40
25-April-2012,2205.00,2220.00,2180.00,2184.60,2196.224222585924713584,611,106,1341893.00,463,75.78,40.00,-20.40
24-April-2012,2218.00,2237.00,2201.05,2209.95,2212.174563591022443890,401,62,887082.00,298,74.31,35.95,-8.05
23-April-2012,2202.00,2250.00,2201.00,2238.15,2226.102487562189054726,1005,138,2237233.00,716,71.24,49.00,36.15
20-April-2012,2230.00,2250.00,2210.00,2241.00,2237.065616797900262467,762,146,1704644.00,437,57.35,40.00,11.00
19-April-2012,2275.00,2275.00,2208.00,2219.55,2233.166493236212278876,961,154,2146073.00,609,63.37,67.00,-55.45
18-April-2012,2225.00,2303.95,2204.00,2253.90,2260.516497461928934010,3152,411,7125148.00,1642,52.09,99.95,28.90
17-April-2012,2199.00,2225.00,2175.00,2208.00,2204.645525629887054735,1151,203,2537547.00,446,38.75,50.00,9.00
16-April-2012,2212.00,2228.50,2160.00,2171.40,2182.756410256410256410,936,150,2043060.00,575,61.43,68.50,-40.60
13-April-2012,2208.30,2222.00,2170.00,2179.25,2198.186267845003399048,1471,174,3233532.00,1117,75.93,52.00,-29.05
12-April-2012,2204.00,2220.00,2165.05,2175.15,2185.117805755395683453,1112,152,2429851.00,787,70.77,54.95,-28.85
11-April-2012,2215.00,2222.00,2170.15,2183.25,2203.882241215574548907,1053,121,2320688.00,660,62.68,51.85,-31.75
10-April-2012,2229.00,2240.00,2166.60,2213.75,2213.818597560975609756,1312,177,2904530.00,561,42.76,73.40,-15.25
9-April-2012,2210.50,2259.95,2200.00,2210.15,2217.739226519337016574,905,189,2007054.00,470,51.93,59.95,-0.35
4-April-2012,2279.25,2295.00,2244.00,2257.10,2269.340413318025258323,1742,215,3953191.00,784,45.01,51.00,-22.15
